Text,Emotion,FraudProbability,Label
I’m in high spirits,happy,0.19459939602763815,0
I feel upbeat,happy,0.1533651174951162,0
I’m so excited!,happy,0.13205088928026565,0
That’s hideous,disgust,0.48850164603229057,0
I’ve lost my motivation,sadness,0.1725560103937165,0
Loneliness surrounds me,sadness,0.42620420243192403,0
It’s acceptable,neutral,0.3661807619710481,0
It’s unremarkable,neutral,0.3435503843508487,0
I’m thrilled,happy,0.059657474380136515,0
I can’t stand this anymore,angry,0.6879075500147707,1
This is nasty,disgust,0.5833452016027725,1
I can’t find joy in anything,sadness,0.17648888673486487,0
This is outrageous,angry,0.8894621369091646,1
I’m extremely frustrated,angry,0.7050550089843591,1
I’m indifferent,neutral,0.13223613799653128,0
This pushes my buttons,angry,0.7402371589765574,1
This fills me with warmth,happy,0.1669209074663863,0
This is unpleasant,disgust,0.4731185860472255,0
This situation is unfair,angry,0.6971017238108163,1
I feel radiant,happy,0.12423411590552662,0
I’m worried,fear,0.6001514416695551,1
Happiness feels distant,sadness,0.10589663696899079,0
I’m glowing with happiness,happy,0.0,0
I feel cheerful,happy,0.10529655326307233,0
I can’t stop smiling,happy,0.012788335811166993,0
I’m so content,happy,0.21929525822599982,0
I’m on edge,fear,0.8075517437288485,1
This is magical,happy,0.16122822246532212,0
I feel fantastic,happy,0.0,0
I feel numb,sadness,0.01551863389449254,0
There’s a void inside me,sadness,0.19477328519034764,0
I’m frozen in fear,fear,0.6405352889498805,1
I’m so mad right now,angry,0.7814036737021159,1
This is alarming,fear,0.4424645791719197,0
Nothing special happened,neutral,0.19902119428662435,0
This frightens me,fear,0.4736399089238519,0
It’s modest,neutral,0.0,0
I won’t tolerate this,angry,0.7218778537124618,1
I feel disrespected,angry,0.710105337278042,1
I’m livid,angry,0.7453901099945172,1
I feel fulfilled,happy,0.1033848999756387,0
My mind feels heavy,sadness,0.06413967970208365,0
I feel radiant,happy,0.13923213572240814,0
I’m boiling inside,angry,0.6603318568954213,1
It’s unremarkable,neutral,0.14620969888527288,0
Things are normal,neutral,0.17367832140194614,0
Tears keep falling,sadness,0.03032507037232221,0
I’m cheerful,happy,0.17337440156104886,0
This is lovely,happy,0.08927529476475751,0
This infuriates me,angry,0.8141503523938816,1
I’m seething,angry,0.7714035812598864,1
Everything feels heavy,sadness,0.1945749996106889,0
Everything feels heavy,sadness,0.4145331648421815,0
Today is a gloomy day,sadness,0.3676854922516507,0
I can’t relax,fear,0.5303210036298148,1
I’m panicking,fear,0.5811705493735417,1
I can’t stop worrying,fear,0.6707174799530906,1
Every day feels grey,sadness,0.16658641558235676,0
This fills me with dread,fear,0.5418833517258044,1
It’s tolerable,neutral,0.021259951734598603,0
I’m glowing with happiness,happy,0.0,0
I’m uneasy,fear,0.4813917039323633,0
I’m furious at this,angry,0.6933483739632417,1
I find this unacceptable,disgust,0.585806899427666,1
Why does this always happen to me?,sadness,0.17342219318104052,0
I want to disappear,sadness,0.315131193706194,0
My heart is racing,fear,0.5201306408322032,1
I’m having a great day,happy,0.13621969641634288,0
I feel upbeat,happy,0.06555113842766322,0
I can’t face this,fear,0.46118026988281857,0
I’m feeling blessed,happy,0.17297515186331358,0
I feel lucky,happy,0.17353032792088802,0
I’m so excited!,happy,0.0,0
I’m restless,fear,0.6157556696456387,1
Just another day,neutral,0.22710552101520276,0
Everything feels heavy,sadness,0.25394010699463987,0
That’s intolerable,disgust,0.44683200703310977,0
I feel relaxed,happy,0.0,0
I feel amazing today,happy,0.09416255242571119,0
I can’t find joy in anything,sadness,0.013401130435461428,0
I feel nauseous,disgust,0.39430381099198764,0
Just another day,neutral,0.22355681221959067,0
I want to disappear,sadness,0.33918897650782065,0
This is delightful,happy,0.23379317365097288,0
I feel insecure,fear,0.46966286760306475,0
I’m feeling okay,neutral,0.11329399688003813,0
That’s awful,disgust,0.5491078759838937,1
This is magical,happy,0.17533718470920723,0
It’s tolerable,neutral,0.36400901050745726,0
I’m truly happy,happy,0.14606660727108056,0
I'm feeling really down,sadness,0.2647015212606124,0
I’m glowing with happiness,happy,0.1065634883627537,0
I’m losing my temper,angry,0.5877635862374924,1
What if something bad happens?,fear,0.4199345512843313,0
This is perfect,happy,0.14466901570100704,0
Tears keep falling,sadness,0.285755352178591,0
I’m extremely frustrated,angry,0.5173762936423728,1
I’m terrified,fear,0.49340743063915526,0
Nothing seems to go right,sadness,0.4240361981833084,0
I’m so grateful,happy,0.0,0
I’m in high spirits,happy,0.0,0
Why does this always happen to me?,sadness,0.10510429741059094,0
Everything feels pointless,sadness,0.2743618659938574,0
Why does this always happen to me?,sadness,0.2796608558023402,0
Nothing out of the ordinary,neutral,0.32383793733779853,0
I’m trembling,fear,0.6467097704966223,1
My mind feels heavy,sadness,0.1779716821782214,0
I feel cheerful,happy,0.0,0
I’m cheerful,happy,0.08362569272841078,0
I feel radiant,happy,0.2693015395833547,0
I’m absolutely furious,angry,0.6257743227398884,1
I’m boiling inside,angry,0.7480977177658574,1
I feel radiant,happy,0.03888880489007027,0
I’m thrilled,happy,0.13728868546972328,0
This makes me furious,angry,0.7076644379907515,1
Nothing seems to go right,sadness,0.285176358302431,0
I can’t let this go,angry,0.6251121802537342,1
This makes me nervous,fear,0.5199323699383309,1
I’m livid,angry,0.5791371159591618,1
This is exciting,happy,0.0677349052824161,0
I’m terrified,fear,0.6338766627293314,1
This turns my stomach,disgust,0.50932773613462,1
They crossed the line,angry,0.6567761398063989,1
I’m so proud,happy,0.13970861138631607,0
I feel unsafe,fear,0.6500907649556813,1
There’s a void inside me,sadness,0.32348638595882356,0
I’m overjoyed,happy,0.04338854325840918,0
I feel hopeless,sadness,0.20157405654178642,0
I keep replaying the past,sadness,0.3690483816883428,0
I feel upbeat,happy,0.2003889067270362,0
It’s consistent,neutral,0.2674160431863247,0
I’m exploding inside,angry,0.5502210592160245,1
I’m quaking,fear,0.5752244733633614,1
I’m full of joy,happy,0.19027360748016767,0
I feel betrayed,angry,0.7734454790343331,1
It’s too much to handle,sadness,0.25488258673768704,0
That was the last straw,angry,0.6989906836487162,1
This is extraordinary,happy,0.002398927901478942,0
It’s just there,neutral,0.08474486468117687,0
This is a dream come true,happy,0.010959580392906357,0
Happiness feels distant,sadness,0.1563278164932857,0
It’s modest,neutral,0.16019727178944024,0
This situation is ridiculous,angry,0.7796954909991395,1
I'm feeling really down,sadness,0.11314197286505864,0
I’m smiling ear to ear,happy,0.0,0
I feel paranoid,fear,0.5806330001328258,1
I feel indifferent,neutral,0.32246303905083895,0
I feel revolted,disgust,0.41198558283027276,0
I’m appalled,disgust,0.4723659808039275,0
This is outrageous,angry,0.7349990996212328,1
It’s just an ordinary day,neutral,0.16206822843479873,0
It’s hard to get out of bed,sadness,0.2674004795173599,0
I’m frightened,fear,0.6591233393351805,1
I feel dirty inside,disgust,0.560324383568414,1
I’m furious at this,angry,0.5900770105731664,1
I’m smiling ear to ear,happy,0.08306887559554271,0
I can’t find joy in anything,sadness,0.13492976230685083,0
This frightens me,fear,0.6392302010630687,1
This is fantastic,happy,0.22650159571224376,0
I find this offensive,disgust,0.4794092560967218,0
It’s hard to keep going,sadness,0.3037613865129692,0
I feel normal,neutral,0.19581365216768795,0
I can’t let this go,angry,0.6894505487105189,1
I’m delighted,happy,0.0,0
I feel steady,neutral,0.31104446327669394,0
I’m optimistic,happy,0.13744014430958362,0
I’m drowning in sorrow,sadness,0.23633242438708618,0
I feel dirty inside,disgust,0.5178217157661296,1
This made my day,happy,0.07058575546502006,0
I’m worried,fear,0.3612382625978284,0
This is amazing,happy,0.03810509428661368,0
That’s foul,disgust,0.5940482537902358,1
This is lovely,happy,0.0412366839836569,0
This is infuriating,angry,0.7267474362606265,1
I hate this,angry,0.5717712459627096,1
I’m worried,fear,0.6030381105248082,1
I can’t breathe,fear,0.7711557547257158,1
That’s nasty,disgust,0.3896027094734273,0
That’s absolutely gross,disgust,0.4511624808336979,0
I’m appalled by this,disgust,0.516670845965213,1
I can’t shake this sadness,sadness,0.22568534293053685,0
This is making me sweat,fear,0.47765926177039286,0
This is lovely,happy,0.1451186037675382,0
No one understands me,sadness,0.4922718729520531,0
I’m furious at this,angry,0.5902105083685665,1
I feel exposed,fear,0.6919853908499933,1
I feel blissful,happy,0.1646623668278872,0
My mind feels heavy,sadness,0.07399692741219174,0
I feel fulfilled,happy,0.12232404940047348,0
Tears keep falling,sadness,0.35295123519116156,0
I can’t stop smiling,happy,0.0,0
This is heartwarming,happy,0.021408155382831875,0
I feel paranoid,fear,0.6265345515080945,1
It’s too much to handle,sadness,0.23764893758428737,0
I’m drained emotionally,sadness,0.3345174955539275,0
This is perfect,happy,0.0,0
This is exciting,happy,0.07327988782386774,0
This makes me gag,disgust,0.7732711964820864,1
Nothing too interesting,neutral,0.2766746823959962,0
I feel enraged,angry,0.6693523986981239,1
Happiness feels distant,sadness,0.24932783837157566,0
I don’t feel strongly,neutral,0.031013292416687877,0
I feel fragile,sadness,0.10948310546749404,0
I feel lucky,happy,0.13977461889475531,0
I feel helpless,fear,0.6670033655819256,1
This fills me with rage,angry,0.7439411015176118,1
I don’t mind,neutral,0.2727220050326187,0
That was the last straw,angry,0.6947406775116176,1
It’s neither good nor bad,neutral,0.3187638429477713,0
Nothing special happened,neutral,0.12121427041276,0
I feel centered,neutral,0.0,0
I’m in high spirits,happy,0.051197822217496275,0
This is delightful,happy,0.2182791024685065,0
My energy is gone,sadness,0.26366047089786604,0
I’m panicking,fear,0.5433397746815969,1
I can’t stop thinking about my failures,sadness,0.25310498286634736,0
I’m so inspired,happy,0.13008197551097297,0
I’m fine with this,neutral,0.15720669248942248,0
I don’t want to talk to anyone,sadness,0.29017584978594135,0
This tastes awful,disgust,0.6312145520340007,1
I’m thrilled,happy,0.22200294720694155,0
This is perfect,happy,0.17929630497826593,0
This is too scary,fear,0.7521457154002968,1
I feel empty inside,sadness,0.12711889193543452,0
I’m scared stiff,fear,0.6256582232268011,1
This is making me sweat,fear,0.8071659293275308,1
It was a regular day,neutral,0.1258698856373115,0
I’m losing my temper,angry,0.669088573961646,1
I feel fantastic,happy,0.25350889793109255,0
Why does this always happen to me?,sadness,0.33288884808247676,0
I feel empty inside,sadness,0.13491573147170943,0
I find this unacceptable,disgust,0.6475093793690865,1
I feel nauseous,disgust,0.5648794388280518,1
I feel unwanted,sadness,0.3464583188436452,0
This makes me rage inside,angry,0.6806329119509811,1
I don’t enjoy life anymore,sadness,0.28171752477133444,0
I’m in shock,fear,0.4764737095236898,0
I feel blissful,happy,0.06342329351552999,0
I feel left out,sadness,0.365162642761886,0
This is wonderful news,happy,0.04193594946711711,0
I feel upbeat,happy,0.029262283076655377,0
I don’t enjoy life anymore,sadness,0.2852998434459909,0
This situation frightens me,fear,0.6000932699677253,1
I don’t enjoy life anymore,sadness,0.20553902566267834,0
I’m so proud,happy,0.045446235099384495,0
I’m feeling blessed,happy,0.07539068037127619,0
This is unpleasant,disgust,0.2924252271696679,0
Why does this always happen to me?,sadness,0.1574258879131734,0
This frightens me,fear,0.6684910332575915,1
I’m overjoyed,happy,0.12809045383972587,0
My chest feels heavy,sadness,0.2446751499178943,0
This situation is unfair,angry,0.5959200544399265,1
I’m cheerful,happy,0.10981989021084701,0
I can’t shake this sadness,sadness,0.27304893301204863,0
I feel outraged,angry,0.6454644444051917,1
I’m startled,fear,0.4345782973160104,0
This is fabulous,happy,0.11826153354862898,0
I’m heartbroken,sadness,0.1798992391010319,0
This made my day,happy,0.08894087702844039,0
This is revolting,disgust,0.45377550177636544,0
This keeps me up at night,fear,0.45671069393549524,0
I’m burning with anger,angry,0.5387765784120667,1
I’m satisfied,happy,0.15032263324166872,0
It’s hard to smile,sadness,0.24685811021674708,0
It’s hard to get out of bed,sadness,0.3491105509187537,0
It’s moderate,neutral,0.290458795159724,0
I feel insecure,fear,0.4880450322662335,0
I find this repugnant,disgust,0.2792968655395144,0
I don’t mind,neutral,0.12068518794816137,0
This is outrageous,angry,0.6764544403253964,1
It’s average,neutral,0.02038979782341771,0
I’m boiling inside,angry,0.6299302080649694,1
It’s hard to keep going,sadness,0.3887493901765057,0
This is horrible,disgust,0.5823560484940434,1
I’m indifferent,neutral,0.2614818061532656,0
I feel radiant,happy,0.2480462467294797,0
I feel wonderful,happy,0.0,0
My chest feels heavy,sadness,0.31378920638979957,0
This feels wrong,disgust,0.5640679032598839,1
I miss those times,sadness,0.2571663236046155,0
This is wonderful news,happy,0.0,0
I’m fuming,angry,0.8970827847034945,1
I can’t stand this anymore,angry,0.7881311044061229,1
I feel steady,neutral,0.33903193172498436,0
I feel threatened,fear,0.651375626161055,1
It’s tolerable,neutral,0.10721600897227518,0
I’m calm,neutral,0.08572511142719347,0
I feel trapped,fear,0.7004845849131994,1
I feel powerless,fear,0.5174091810705315,1
I’m drowning in sorrow,sadness,0.2523478191093964,0
I feel trapped,fear,0.5460287073986558,1
I can’t stop thinking about my failures,sadness,0.3005737723425906,0
I’m overjoyed,happy,0.08471935695689098,0
Why does this always happen to me?,sadness,0.445529076585673,0
I feel endangered,fear,0.8085539700363857,1
I feel fulfilled,happy,0.13232656926520475,0
That was the last straw,angry,0.5952350941412387,1
I can’t find joy in anything,sadness,0.16028984929170537,0
I’m losing my temper,angry,0.6224102857153059,1
Life feels meaningless right now,sadness,0.13941815518600686,0
I’m drained emotionally,sadness,0.2602043909359619,0
I’m startled,fear,0.47587579104331285,0
I’m seething,angry,0.6776330321011745,1
This is heartwarming,happy,0.10017230594572955,0
I don’t enjoy life anymore,sadness,0.22409114717319384,0
I’m stuck in this sadness,sadness,0.47178979776020424,0
There’s a void inside me,sadness,0.25191176031370793,0
I feel upbeat,happy,0.08174633057646236,0
This feels balanced,neutral,0.29645151910166795,0
Nothing out of the ordinary,neutral,0.217248446257503,0
I feel fantastic,happy,0.208113072717935,0
I’m repelled by this,disgust,0.45475899455750257,0
This is nasty,disgust,0.550843526261434,1
This fills me with dread,fear,0.621158142749626,1
I’ve lost hope,sadness,0.20650575663295204,0
I’m horrified,fear,0.5213637425511453,1
This is unacceptable,angry,0.7361364550523014,1
That’s abhorrent,disgust,0.6795448296229204,1
I’m extremely frustrated,angry,0.8621965275492475,1
I’m at peace,happy,0.1982074145380993,0
It’s alright,neutral,0.28120650034055383,0
This situation is unfair,angry,0.7000851159138421,1
I’m cheerful,happy,0.0040276462087463355,0
I don’t mind,neutral,0.04079079077045872,0
I feel threatened,fear,0.6379919713776325,1
I’m in high spirits,happy,0.2717084340609911,0
That was the last straw,angry,0.7134831850407338,1
They crossed the line,angry,0.8038735350562912,1
I can’t find joy in anything,sadness,0.27582365232576544,0
This offends me,disgust,0.5027919688351752,1
This frightens me,fear,0.5341751239274399,1
I’m so mad right now,angry,0.6374961042341694,1
I’m so grateful,happy,0.09531536961564471,0
This disgusts me,disgust,0.46353084291173047,0
It’s tolerable,neutral,0.2860265805342146,0
This is alarming,fear,0.6985368998834606,1
This is heartwarming,happy,0.1482515961628887,0
This is wonderful news,happy,0.28234314882127326,0
There’s a void inside me,sadness,0.363541417443006,0
I’m truly happy,happy,0.10912603725478875,0
That’s hideous,disgust,0.4615249200068628,0
I feel endangered,fear,0.6419507581173511,1
I won’t tolerate this,angry,0.8439684454075145,1
This is unclean,disgust,0.3961107133124839,0
I’m worried,fear,0.7265537515312602,1
I’m glowing with happiness,happy,0.020771522889441257,0
This makes me gag,disgust,0.46233350053180233,0
This fills me with joy,happy,0.19361241561994663,0
This fills me with warmth,happy,0.19834181883075153,0
I’m frozen in fear,fear,0.5888693622927973,1
This is a dream come true,happy,0.12398742191121231,0
That was the last straw,angry,0.8718256100588864,1
I’m indifferent,neutral,0.3670215228762595,0
I’m absolutely furious,angry,0.7042926610110168,1
I feel sick to my stomach,disgust,0.4881401442370155,0
This is disrespectful,angry,0.6521391506020023,1
I’m so content,happy,0.0,0
I’m startled,fear,0.6006172503872085,1
This is outrageous,angry,0.7032131116488342,1
This makes my skin crawl,disgust,0.4651685216778948,0
I’m absolutely furious,angry,0.6820319392770284,1
It’s acceptable,neutral,0.07282021802344563,0
I feel blissful,happy,0.10867357320182985,0
I’m having a great day,happy,0.02279332852241389,0
I’m shivering with fear,fear,0.6581350193333846,1
No one understands me,sadness,0.23368885306714235,0
There’s a void inside me,sadness,0.3192260947833762,0
My mind feels heavy,sadness,0.030823073293725883,0
I don’t care much,neutral,0.4514900440356456,0
The sadness won’t go away,sadness,0.12860216960745197,0
This is brilliant,happy,0.0,0
It’s business as usual,neutral,0.30392011537178343,0
This is infuriating,angry,0.7306833068194205,1
This is extraordinary,happy,0.15996223154121225,0
This is lovely,happy,0.0,0
This is fabulous,happy,0.021577022659514236,0
I won’t tolerate this,angry,0.7756810574079367,1
This infuriates me,angry,0.7658765424442123,1
This infuriates me,angry,0.5336914754114401,1
I’m full of joy,happy,0.13447195499373857,0
I’m sick of this,angry,0.6311267467149412,1
I’m not excited or upset,neutral,0.14826640926056997,0
This is exciting,happy,0.07020069685359612,0
This makes my blood boil,angry,0.5743986655658359,1
This is the best!,happy,0.07274329291732444,0
This feels wrong,disgust,0.6009418573409624,1
That’s awful,disgust,0.44798219002100853,0
I can’t stop worrying,fear,0.5943095216812058,1
I’m relaxed,neutral,0.24505358583563308,0
How dare they?,angry,0.7355683363114098,1
I’m so content,happy,0.04797190622819021,0
I'm feeling really down,sadness,0.23457523697084182,0
I don’t mind,neutral,0.21761665175109465,0
I want to disappear,sadness,0.21974413798442635,0
How dare they?,angry,0.6967418172426803,1
I feel misunderstood,sadness,0.4768419631348735,0
I can’t stop worrying,fear,0.6956941728999482,1
I’m shivering with fear,fear,0.4225762883926327,0
I feel normal,neutral,0.3587418628924456,0
This fills me with dread,fear,0.6241399282783137,1
This is amazing,happy,0.13971841490993356,0
Everything’s average,neutral,0.1386904371241755,0
I’m losing my temper,angry,0.8210929793165705,1
It’s fine as is,neutral,0.024026770593222724,0
It was a regular day,neutral,0.4075886537215147,0
I don’t mind,neutral,0.24521151237595343,0
I feel violent,angry,0.6451522222524104,1
This frightens me,fear,0.674900739625002,1
I’m unbothered,neutral,0.1091728362308868,0
It’s unremarkable,neutral,0.2025678023496177,0
I can’t stop worrying,fear,0.5441853704537183,1
This is exciting,happy,0.06491042477515258,0
I’m panicked,fear,0.6048433913419693,1
I’m livid,angry,0.8235670765821255,1
There’s no light ahead,sadness,0.24973539997577088,0
I feel cheerful,happy,0.0,0
It’s just there,neutral,0.13722574101564805,0
My spirit feels broken,sadness,0.18014508804357793,0
I can’t stop thinking about my failures,sadness,0.46229760504961603,0
This is wonderful news,happy,0.02963550267605651,0
This pushes my buttons,angry,0.54078563292924,1
It’s unremarkable,neutral,0.22735092826484044,0
This is fabulous,happy,0.09773754333450121,0
I feel like I’m fading,sadness,0.21400153592504073,0
I can’t find joy in anything,sadness,0.16586974509725688,0
Life feels meaningless right now,sadness,0.14331418377034993,0
I feel like giving up,sadness,0.31127967052337935,0
I feel dirty,disgust,0.6111331567034368,1
Everything feels heavy,sadness,0.13671205525433577,0
This made my day,happy,0.10860713944835912,0
Everything feels heavy,sadness,0.23899798201447361,0
I’m sick of this,angry,0.5742676739951378,1
Everything’s average,neutral,0.13895020459667584,0
It’s balanced,neutral,0.28447000504723097,0
This makes me gag,disgust,0.676901381116197,1
This fills me with warmth,happy,0.2889513183752101,0
I’m extremely frustrated,angry,0.6818022367057153,1
This is a dream come true,happy,0.1327769678057109,0
I’m so excited!,happy,0.0884707496106281,0
I’m glowing with happiness,happy,0.20213986293825562,0
I’m heartbroken,sadness,0.3217002688458691,0
That’s disturbing,disgust,0.5779720239372473,1
I’m ready to fight,angry,0.6235173185828057,1
I’m cheerful,happy,0.07762120314571735,0
I feel steady,neutral,0.2873286534672054,0
It’s manageable,neutral,0.37973837857833803,0
I feel endangered,fear,0.7306153612123194,1
I feel endangered,fear,0.5016090576494662,1
I’m neutral about it,neutral,0.05318177986808051,0
I’m smiling ear to ear,happy,0.19744446419555978,0
I feel fulfilled,happy,0.025595017168769482,0
I’m so excited!,happy,0.31976876203850046,0
This is lovely,happy,0.1935408467751851,0
It’s typical,neutral,0.2587888374577308,0
It’s too much to handle,sadness,0.2238760456329346,0
I’m scared stiff,fear,0.6468793144090448,1
It’s not unusual,neutral,0.12701086250346783,0
I’m losing control,fear,0.621075938265678,1
It’s neither good nor bad,neutral,0.31165989912504266,0
This is a dream come true,happy,0.07179107920633049,0
Everything’s average,neutral,0.1974873489063617,0
My patience is gone,angry,0.5271885740178233,1
I’m worried,fear,0.607388861716197,1
I can’t stop thinking about my failures,sadness,0.2839627528378976,0
I feel helpless,fear,0.6832794708218024,1
I feel anxious,fear,0.7589670536937551,1
I’m optimistic,happy,0.07722721963235397,0
This is wonderful news,happy,0.0,0
This is overwhelming,fear,0.5877949842838892,1
I feel abandoned,sadness,0.33817092182683833,0
Everything feels pointless,sadness,0.0,0
This pushes my buttons,angry,0.603425861531184,1
I’m expecting the worst,fear,0.5206194148459273,1
I feel fantastic,happy,0.030092838985312342,0
Nothing much going on,neutral,0.145394761122979,0
I’m worried,fear,0.5488297391448478,1
I feel left out,sadness,0.2992796061903955,0
My energy is gone,sadness,0.33153633669219773,0
This situation is unfair,angry,0.8712970393916541,1
I’m overjoyed,happy,0.1567526933425491,0
I feel like I’m fading,sadness,0.10950435142538409,0
I’m calm,neutral,0.18428945371264344,0
I feel exposed,fear,0.6738538383425723,1
It’s unremarkable,neutral,0.18061145541194945,0
I feel helpless,fear,0.4874650881686913,0
I hate this,angry,0.8160278161401018,1
I feel vulnerable,fear,0.6309367080092535,1
I feel endangered,fear,0.7103752007242015,1
I’m thrilled,happy,0.15484000056113462,0
This makes me cringe,disgust,0.559601838523054,1
Nothing exciting here,neutral,0.19668432021842105,0
It’s consistent,neutral,0.16737332673233074,0
I’m full of joy,happy,0.01855322857889584,0
I’m shivering with fear,fear,0.6483640015178606,1
Things are fine,neutral,0.13525755988582228,0
This horrifies me,disgust,0.39193841611259356,0
This is unclean,disgust,0.36865270223009217,0
I’m panicked,fear,0.6628710256026314,1
This is unclean,disgust,0.37354453854040404,0
This makes me anxious,fear,0.6707991201539133,1
I’m smiling ear to ear,happy,0.18812562397842933,0
It’s unremarkable,neutral,0.25086844143482534,0
It’s just an ordinary day,neutral,0.06094043787001688,0
I’m having a great day,happy,0.1771895563482076,0
This is awesome,happy,0.1115899455700599,0
I don’t mind,neutral,0.14514862853329125,0
I’m on edge,fear,0.5233382219606384,1
I feel cheerful,happy,0.08651238152401165,0
I feel fragile,sadness,0.32623077595360145,0
This is revolting,disgust,0.5178726260761133,1
This fills me with warmth,happy,0.16713502596158947,0
I’m satisfied,happy,0.06065387358932411,0
This makes me gag,disgust,0.47894125351007066,0
It’s alright,neutral,0.12371499229339475,0
I'm feeling really down,sadness,0.20455400942015373,0
This is the best!,happy,0.19004247356278395,0
This made my day,happy,0.06106194808769848,0
Everything feels heavy,sadness,0.2347630485242131,0
I’m frightened,fear,0.6253317684671639,1
I’m overjoyed,happy,0.08354829992626772,0
Nothing special happened,neutral,0.366729116343496,0
I’m thrilled,happy,0.05804759227214048,0
I’m scared stiff,fear,0.5310301659956187,1
This situation is unfair,angry,0.7188665211326204,1
I’m satisfied,happy,0.1873892763685022,0
I’m not excited or upset,neutral,0.17713374063168968,0
This feels routine,neutral,0.19573808251089814,0
I’ve lost my motivation,sadness,0.07263068303952297,0
This frightens me,fear,0.5106889334959186,1
There’s a void inside me,sadness,0.32919801952022626,0
This is brilliant,happy,0.0,0
This makes me anxious,fear,0.4085050200189714,0
This fills me with dread,fear,0.6337184433536394,1
I can’t find joy in anything,sadness,0.11793584689147471,0
I can’t find joy in anything,sadness,0.35085106354940665,0
This fills me with rage,angry,0.792176697661082,1
I can’t find joy in anything,sadness,0.2387969517525283,0
This is too much for me,fear,0.5383996686819135,1
It’s unremarkable,neutral,0.29510760527048924,0
I feel like giving up,sadness,0.23014010566161994,0
I feel misunderstood,sadness,0.39565605305954465,0
I feel normal,neutral,0.046469121989280854,0
I can’t believe this happened,angry,0.6189891217542671,1
I’m stuck in this sadness,sadness,0.13423117858777384,0
Things are normal,neutral,0.027160050782096268,0
That’s revolting,disgust,0.5308212819580482,1
I’m composed,neutral,0.25892723247521493,0
I feel radiant,happy,0.2924056965729883,0
I’m having a great day,happy,0.05602193331740852,0
It’s average,neutral,0.16060002162886367,0
It’s hard to smile,sadness,0.2858983190557999,0
I’m appalled by this,disgust,0.4973797863268791,0
I’m on edge,fear,0.5410507459956393,1
That’s vile,disgust,0.6101978960118839,1
I feel betrayed,angry,0.6758201229919151,1
I’m feeling blessed,happy,0.0,0
I feel normal,neutral,0.0014037805061839492,0
It’s just an ordinary day,neutral,0.16684299528746377,0
They crossed the line,angry,0.773357842988569,1
I don’t enjoy life anymore,sadness,0.3311431113566386,0
I feel like giving up,sadness,0.3553356001728593,0
I’m horrified,fear,0.6208726813402359,1
I feel radiant,happy,0.09581851754575069,0
I’m worried,fear,0.7739887918123979,1
I’m drained emotionally,sadness,0.27125303651365507,0
There’s no light ahead,sadness,0.30214114858316987,0
How dare they?,angry,0.8145666716796326,1
This makes me nervous,fear,0.4852837314941328,0
I’m at peace,happy,0.12512754473207044,0
It’s acceptable,neutral,0.14984573529120632,0
I feel contaminated,disgust,0.45455637248107494,0
I’m full of joy,happy,0.0,0
It’s not unusual,neutral,0.20487521747694698,0
This is exciting,happy,0.02573823063016685,0
Nothing seems to go right,sadness,0.15722214950218272,0
I’m uneasy,fear,0.5339802446248864,1
This is awesome,happy,0.05159583648802168,0
I’m heartbroken,sadness,0.3346475218510675,0
Life feels meaningless right now,sadness,0.3043906815626063,0
This is making me sweat,fear,0.7160510953151058,1
I’m trembling,fear,0.5260251308914436,1
This is nasty,disgust,0.597981461789152,1
It’s hard to keep going,sadness,0.30290941627185647,0
I’m sick of this,angry,0.7075928727587361,1
Nothing out of the ordinary,neutral,0.10993962957237136,0
This is a dream come true,happy,0.17756826381090385,0
This makes me sick,disgust,0.4953711708123179,0
I feel helpless,fear,0.7020178686868064,1
I’m so excited!,happy,0.0,0
I feel empty inside,sadness,0.3691903064368799,0
This disgusts me,disgust,0.5952243325723781,1
I keep replaying the past,sadness,0.311669880942632,0
I’m worried,fear,0.7241112029626949,1
I’m having a great day,happy,0.20528904644651091,0
I’m uneasy,fear,0.6979236157026525,1
I feel lucky,happy,0.031063621968990082,0
Happiness feels distant,sadness,0.2336876824896434,0
My patience is gone,angry,0.7235663250047986,1
I’m exploding inside,angry,0.7074976276478292,1
I can’t stop thinking about my failures,sadness,0.27562297908557404,0
I can’t shake this fear,fear,0.6161069747363431,1
Everything feels pointless,sadness,0.3498320702313019,0
I feel enraged,angry,0.6562463577917566,1
I feel outraged,angry,0.6678180954208778,1
I’m thrilled,happy,0.0,0
I want to scream,angry,0.49073814463909204,0
It’s business as usual,neutral,0.3180407317334224,0
That’s sickening,disgust,0.5304743243025422,1
I’m stuck in this sadness,sadness,0.2949534760984767,0
I’m sick of this,angry,0.7591805864034004,1
I’m delighted,happy,0.20608292923396265,0
I feel relaxed,happy,0.0,0
I’m smiling ear to ear,happy,0.33924905948623585,0
This is fantastic,happy,0.060022949310806664,0
I miss those times,sadness,0.2665794195241942,0
This is horrible,disgust,0.7215805414584278,1
I feel insulted,angry,0.5943754907990147,1
I’m delighted,happy,0.14371512382739937,0
I feel empty inside,sadness,0.31441390612398623,0
It was a regular day,neutral,0.255119675441479,0
I’m worried,fear,0.6184040499490534,1
I feel enraged,angry,0.6548073279917681,1
I’ve lost my motivation,sadness,0.39823781351620513,0
Why does this always happen to me?,sadness,0.25327355482318825,0
Things are fine,neutral,0.0990766820158914,0
Happiness feels distant,sadness,0.08591084589910947,0
I’m having a great day,happy,0.1460471228587183,0
I feel upbeat,happy,0.09954514022907415,0
